,jd,u,zu,ta,zt,rh,zq,P,Tsea,sw_dn,lw_dn,lat,lon,Zi,rain,Ss,Cp,sigH,tsg,Ts_depth,tsnk,ztsg
27,105.324,4.129728701928928,4.1435,10.405342708333308,4.1435,68.12053333333333,2.763499999999998,1018.205196593901,9.201310220666668,105.324,105.324,41.5777,-70.74611,600.0,0.0,,8.50333273217666,0.2337488980901668,9.201310220666668,5.3565,9.201310220666668,5.3565
28,105.336,4.136505207775552,4.183000000000001,10.957296093750017,4.183000000000001,60.229441666666666,2.802999999999998,1018.4912707238282,9.227494157583331,105.336,105.336,41.5777,-70.74611,600.0,0.0,,2.862279005225419,0.2302508112755359,9.227494157583331,5.317,9.227494157583331,5.317
29,105.348,4.557632414767709,4.275,11.41402760416662,4.275,54.958775,2.8949999999999982,1018.5522569554322,9.270779811,105.348,105.348,41.5777,-70.74611,600.0,0.0,,2.7710318557299813,0.2424601028679324,9.270779811,5.225,9.270779811,5.225
30,105.36,5.126614297755638,4.369000000000001,12.02982083333336,4.369000000000001,47.80855833333334,2.988999999999998,1018.547992783552,9.318037361166668,105.36,105.36,41.5777,-70.74611,600.0,0.0,,2.679784706234544,0.2546693944603289,9.318037361166668,5.131,9.318037361166668,5.131
31,105.372,6.172775189428876,4.4705,12.539405729166617,4.4705,40.83849166666667,3.090499999999998,1018.624551726552,9.368220600166666,105.372,105.372,41.5777,-70.74611,600.0,0.0,,2.990920758268952,0.3246801365824058,9.368220600166666,5.0295000000000005,9.368220600166666,5.0295000000000005
32,105.384,5.368388163754404,4.6355,12.572586197916678,4.6355,42.35724166666667,3.255499999999998,1018.5666142282604,9.401885900166668,105.384,105.384,41.5777,-70.74611,600.0,0.0,,3.194557916057557,0.3379570511789609,9.401885900166668,4.8645000000000005,9.401885900166668,4.8645000000000005
33,105.396,4.551718873411208,4.759,12.84879427083331,4.759,40.26776666666667,3.3789999999999982,1018.3647964148906,9.441309394916663,105.396,105.396,41.5777,-70.74611,600.0,0.0,,3.398195073846162,0.3512339657755161,9.441309394916663,4.741,9.441309394916663,4.741
34,105.408,5.302972325955252,4.897500000000001,10.967725390624992,4.897500000000001,37.05425,3.5174999999999983,1018.3767597142188,9.502614074916668,105.408,105.408,41.5777,-70.74611,600.0,0.0,,3.398195073674773,0.3342283339807828,9.502614074916668,4.6025,9.502614074916668,4.6025
35,105.42,5.392758455849884,5.041500000000001,10.967725390624992,5.041500000000001,35.92485833333333,3.6614999999999984,1018.1962196317032,9.509314184083332,105.42,105.42,41.5777,-70.74611,600.0,0.0,,3.5825310735619773,0.3438582938950294,9.509314184083332,4.4585,9.509314184083332,4.4585
36,105.432,6.478093214295344,5.131500000000001,10.978154687500023,5.131500000000001,34.858475,3.7514999999999983,1018.152239508672,9.560177525666669,105.432,105.432,41.5777,-70.74611,600.0,0.0,,3.766867073449182,0.353488253809276,9.560177525666669,4.3685,9.560177525666669,4.3685
37,105.444,6.210968538622005,5.208500000000001,10.978154687500023,5.208500000000001,40.68338333333333,3.8284999999999982,1018.1323742491876,9.64845069725,105.444,105.444,41.5777,-70.74611,600.0,0.0,,3.697110320119514,0.3932165644804373,9.64845069725,4.2915,9.64845069725,4.2915
38,105.456,6.292285732975663,5.267500000000001,10.730914062499949,5.267500000000001,61.3757,3.8874999999999984,1017.9973462003176,9.715335750583334,105.456,105.456,41.5777,-70.74611,600.0,0.0,,3.749926119322237,0.3885559684760213,9.715335750583334,4.2325,9.715335750583334,4.2325
39,105.468,7.08940035945689,5.290000000000001,10.608273437500031,5.290000000000001,65.41706666666666,3.9099999999999984,1017.813352137401,9.7168552925,105.468,105.468,41.5777,-70.74611,600.0,0.0,,3.80274191852496,0.3838953724716053,9.7168552925,4.21,9.7168552925,4.21
40,105.48,7.286171591618129,5.2605,10.783555208333325,5.2605,61.86844166666667,3.880499999999998,1017.8626314903646,9.737168225833337,105.48,105.48,41.5777,-70.74611,600.0,0.0,,3.7491822537513526,0.4347349472791128,9.737168225833337,4.2395000000000005,9.737168225833337,4.2395000000000005
41,105.492,7.227682620918155,5.238500000000001,10.632945312499942,5.238500000000001,64.149025,3.8585,1017.8090556347136,9.758926954916666,105.492,105.492,41.5777,-70.74611,600.0,0.0,,4.068473273143679,0.4796717046606985,9.758926954916666,4.2615,9.758926954916666,4.2615
42,105.504,8.041809732142887,5.173000000000001,10.937573177083323,5.173000000000001,60.63040000000001,3.7929999999999984,1017.5324076893696,9.797658949083337,105.504,105.504,41.5777,-70.74611,600.0,0.0,,4.387764292536005,0.5246084620422842,9.797658949083337,4.327,9.797658949083337,4.327
43,105.516,8.827536345640073,5.064000000000001,10.99901328125003,5.064000000000001,58.21336666666666,3.6839999999999984,1017.317307308474,9.793524960916669,105.516,105.516,41.5777,-70.74611,600.0,0.0,,5.02213034476434,0.6086330868881591,9.793524960916669,4.436,9.793524960916669,4.436
44,105.528,8.875112522247129,5.0235,10.932274479166665,5.0235,59.54154166666666,3.643499999999998,1017.2395618320884,9.69556050825,105.528,105.528,41.5777,-70.74611,600.0,0.0,,4.887732464906067,0.6290578543545744,9.69556050825,4.4765,9.69556050825,4.4765
45,105.54,8.469803807606029,4.939000000000001,10.736325000000022,4.939000000000001,63.30409166666667,3.5589999999999984,1017.0901258538386,9.649494162166668,105.54,105.54,41.5777,-70.74611,600.0,0.0,,4.753334585047794,0.6494826218209897,9.649494162166668,4.561,9.649494162166668,4.561
46,105.552,9.042508184314244,4.886000000000001,10.564315625000006,4.886000000000001,65.13074999999999,3.505999999999998,1016.8744646505992,9.6101620815,105.552,105.552,41.5777,-70.74611,600.0,0.0,,5.086080089942892,0.6437485221668483,9.6101620815,4.614,9.6101620815,4.614
47,105.564,9.456878094552524,4.7235000000000005,10.676361718750002,4.7235000000000005,61.29751666666667,3.343499999999998,1016.876314135651,9.538599502083333,105.564,105.564,41.5777,-70.74611,600.0,0.0,,5.258615713022726,0.6524945969187992,9.538599502083333,4.7765,9.538599502083333,4.7765
48,105.576,9.24960026105071,4.69,10.770927083333277,4.69,60.05445,3.309999999999998,1016.8986987051146,9.531405133416667,105.576,105.576,41.5777,-70.74611,600.0,0.0,,5.431151336102561,0.6612406716707502,9.531405133416667,4.8100000000000005,9.531405133416667,4.8100000000000005
49,105.588,9.99127126233548,4.563000000000001,10.804666145833323,4.563000000000001,58.64695,3.182999999999998,1016.8717614135784,9.53176108475,105.588,105.588,41.5777,-70.74611,600.0,0.0,,5.394715746107559,0.7497999411882914,9.53176108475,4.937,9.53176108475,4.937
50,105.6,10.596969588074716,4.511500000000001,10.713065104166674,4.511500000000001,59.67590833333333,3.131499999999998,1016.9407788151562,9.5113720995,105.6,105.6,41.5777,-70.74611,600.0,0.0,,5.568397113869383,0.811067343233943,9.5113720995,4.9885,9.5113720995,4.9885
51,105.612,10.177849874832711,4.4045000000000005,10.584368880208274,4.4045000000000005,62.53030833333333,3.024499999999998,1017.2893118182708,9.530048847083334,105.612,105.612,41.5777,-70.74611,600.0,0.0,,5.742078481631207,0.8723347452795946,9.530048847083334,5.0955,9.530048847083334,5.0955
52,105.624,9.944027109868252,4.322000000000001,10.492276302083383,4.322000000000001,64.28366666666666,2.9419999999999984,1017.3106317595938,9.512244539166666,105.624,105.624,41.5777,-70.74611,600.0,0.0,,6.088499240906544,0.874791334573892,9.512244539166666,5.178,9.512244539166666,5.178
53,105.636,8.96679450597449,4.212000000000001,10.437775000000045,4.212000000000001,66.71858333333334,2.831999999999998,1017.3185249004114,9.413827778916666,105.636,105.636,41.5777,-70.74611,600.0,0.0,,6.088804018185861,0.8415079581040165,9.413827778916666,5.288,9.413827778916666,5.288
54,105.648,8.59903692872879,4.039000000000001,10.330145572916706,4.039000000000001,68.65718333333334,2.658999999999998,1017.3423717474687,9.397011702166669,105.648,105.648,41.5777,-70.74611,600.0,0.0,,6.08910879546518,0.8082245816341409,9.397011702166669,5.461,9.397011702166669,5.461
55,105.66,8.04316170791713,4.025500000000001,10.136884114583324,4.025500000000001,70.98449166666667,2.6454999999999984,1017.3192992283488,9.4870763565,105.66,105.66,41.5777,-70.74611,600.0,0.0,,6.425283335645307,0.7580675230647177,9.4870763565,5.4745,9.4870763565,5.4745
56,105.672,7.485217871608471,3.924000000000001,10.112442968749974,3.924000000000001,71.50954166666668,2.5439999999999983,1017.2101673712136,9.572219473083331,105.672,105.672,41.5777,-70.74611,600.0,0.0,,5.805274233284553,0.7150516434982703,9.572219473083331,5.576,9.572219473083331,5.576
57,105.684,6.871653020674403,3.8705000000000007,10.008237500000007,3.8705000000000007,73.27044166666667,2.490499999999998,1017.0007045084426,9.776891424333334,105.684,105.684,41.5777,-70.74611,600.0,0.0,,5.185265130923798,0.672035763931823,9.776891424333334,5.6295,9.776891424333334,5.6295
58,105.696,6.830524512897643,3.831500000000001,10.18381145833331,3.831500000000001,71.44403333333334,2.4514999999999985,1017.3795403927446,9.809170174416666,105.696,105.696,41.5777,-70.74611,600.0,0.0,,5.219128889387751,0.6991405889764297,9.809170174416666,5.6685,9.809170174416666,5.6685
59,105.708,6.813597217939432,3.7295000000000007,10.23905781250005,3.7295000000000007,70.46199999999999,2.349499999999998,1017.5595058872656,9.78416142525,105.708,105.708,41.5777,-70.74611,600.0,0.0,,5.701030354281986,0.6937644453248453,9.78416142525,5.7705,9.78416142525,5.7705
60,105.72,6.995439326473335,3.756500000000001,10.308164843750035,3.756500000000001,69.51606666666666,2.3764999999999983,1017.705694239323,9.722885176333332,105.72,105.72,41.5777,-70.74611,600.0,0.0,,6.182931819176221,0.6883883016732608,9.722885176333332,5.7435,9.722885176333332,5.7435
61,105.732,7.596506641171834,3.8705000000000007,10.280734375000009,3.8705000000000007,69.91698333333332,2.490499999999998,1018.047259449922,9.6662881465,105.732,105.732,41.5777,-70.74611,600.0,0.0,,6.18275653213297,0.7370302092333272,9.6662881465,5.6295,9.6662881465,5.6295
62,105.744,8.385549135431472,3.7535000000000007,10.142616927083338,3.7535000000000007,73.15364166666666,2.373499999999998,1018.6030820414168,9.60410805025,105.744,105.744,41.5777,-70.74611,600.0,0.0,,6.068927765485913,0.738372151925408,9.60410805025,5.7465,9.60410805025,5.7465
63,105.756,8.741430673080028,3.904000000000001,9.870293489583332,3.904000000000001,76.24778333333335,2.5239999999999982,1018.5377578473176,9.568832877416666,105.756,105.756,41.5777,-70.74611,600.0,0.0,,5.955098998838857,0.7397140946174887,9.568832877416666,5.596,9.568832877416666,5.596
64,105.768,7.305987427582147,4.003000000000001,9.686733333333393,4.003000000000001,78.444675,2.6229999999999984,1018.6683421921718,9.540417085166666,105.768,105.768,41.5777,-70.74611,600.0,0.0,,5.544317541541911,0.677866766793811,9.540417085166666,5.497,9.540417085166666,5.497
65,105.78,7.485112613402797,4.071000000000001,9.674756249999973,4.071000000000001,79.02925833333333,2.690999999999998,1018.9890477895364,9.443215524666666,105.78,105.78,41.5777,-70.74611,600.0,0.0,,5.771296073386573,0.6678495059423626,9.443215524666666,5.429,9.443215524666666,5.429
66,105.792,7.336351654113248,4.268000000000001,9.728471354166686,4.268000000000001,78.74276666666667,2.887999999999998,1018.9157467264585,9.4535653605,105.792,105.792,41.5777,-70.74611,600.0,0.0,,5.9982746052312335,0.6578322450909141,9.4535653605,5.232,9.4535653605,5.232
67,105.804,6.664633187039415,4.421500000000001,9.738209895833336,4.421500000000001,78.83053333333334,3.0414999999999983,1018.8420569055572,9.462195422916666,105.804,105.804,41.5777,-70.74611,600.0,0.0,,5.505891517591325,0.6510279973806173,9.462195422916666,5.0785,9.462195422916666,5.0785
68,105.816,6.154799325902386,4.519500000000001,9.689573177083332,4.519500000000001,78.84954166666668,3.139499999999998,1018.493940377198,9.461901464916666,105.816,105.816,41.5777,-70.74611,600.0,0.0,,5.487029984903026,0.6261963968697244,9.461901464916666,4.9805,9.461901464916666,4.9805
69,105.828,6.277748667238615,4.649500000000001,9.99400885416668,4.649500000000001,74.01549166666666,3.269499999999998,1018.3604802527605,9.465702760916669,105.828,105.828,41.5777,-70.74611,600.0,0.0,,5.468168452214727,0.6013647963588314,9.465702760916669,4.8505,9.465702760916669,4.8505
70,105.84,7.378003496145284,4.8035000000000005,10.309394791666648,4.8035000000000005,67.767075,3.423499999999998,1018.076802207651,9.439325412916666,105.84,105.84,41.5777,-70.74611,600.0,0.0,,5.741084358289474,0.6264771604007592,9.439325412916666,4.6965,9.439325412916666,4.6965
71,105.852,9.027857094867365,4.903500000000001,10.64041640625004,4.903500000000001,62.7831,3.523499999999998,1017.7743878160728,9.35669393,105.852,105.852,41.5777,-70.74611,600.0,0.0,,5.803346233665392,0.7125889633061391,9.35669393,4.5965,9.35669393,4.5965
72,106.0,10.070229314573949,5.022,10.73726770833332,5.022,61.42694166666667,3.641999999999998,1017.6613402868333,9.428895641,106.0,106.0,41.5777,-70.74611,600.0,0.0,,5.865608109041309,0.7987007662115189,9.428895641,4.478,9.428895641,4.478
73,106.012,9.853243590944423,5.142500000000001,10.465424479166643,5.142500000000001,64.850225,3.7624999999999984,1017.7958627125624,9.478784271333334,106.012,106.012,41.5777,-70.74611,600.0,0.0,,6.616443149597519,0.9627141630635242,9.478784271333334,4.3575,9.478784271333334,4.3575
74,106.024,9.680900195178586,5.0360000000000005,10.26732343750001,5.0360000000000005,67.37501666666667,3.655999999999998,1017.7085918768385,9.41563877525,106.024,106.024,41.5777,-70.74611,600.0,0.0,,6.747820818052726,0.937505133846824,9.41563877525,4.464,9.41563877525,4.464
75,106.036,9.222352526741233,5.173500000000001,10.160489843750042,5.173500000000001,69.23740000000001,3.793499999999998,1017.6683254625,9.32368723125,106.036,106.036,41.5777,-70.74611,600.0,0.0,,6.879198486507933,0.9122961046301236,9.32368723125,4.3265,9.32368723125,4.3265
76,106.048,8.651953385667571,5.187500000000001,10.018572395833303,5.187500000000001,71.066425,3.8074999999999983,1017.4011051035626,9.24438322625,106.048,106.048,41.5777,-70.74611,600.0,0.0,,6.563655531698717,0.9020597652307852,9.24438322625,4.3125,9.24438322625,4.3125
77,106.06,7.401806760748594,5.165000000000001,9.994676302083349,5.165000000000001,71.9189,3.7849999999999984,1017.3616712953648,9.23520354975,106.06,106.06,41.5777,-70.74611,600.0,0.0,,7.2076143674496995,0.8599241892737415,9.23520354975,4.335,9.23520354975,4.335
78,106.072,7.84469301201834,5.160500000000001,9.909184895833334,5.160500000000001,72.69540833333333,3.780499999999998,1017.1932981712134,9.270894124833331,106.072,106.072,41.5777,-70.74611,600.0,0.0,,7.851573203200682,0.8177886133166977,9.270894124833331,4.3395,9.270894124833331,4.3395
79,106.084,8.072795314612664,5.213000000000001,9.863570833333313,5.213000000000001,72.85324166666666,3.832999999999998,1016.903209911328,9.2685262835,106.084,106.084,41.5777,-70.74611,600.0,0.0,,6.932400442862699,0.7562702498549848,9.2685262835,4.287,9.2685262835,4.287
80,106.096,8.531265490250814,5.195,9.934181249999995,5.195,71.43095,3.814999999999998,1016.5996980014947,9.260591731083334,106.096,106.096,41.5777,-70.74611,600.0,0.0,,6.356861229223627,0.774988098637807,9.260591731083334,4.305,9.260591731083334,4.305
81,106.108,8.385527401774484,5.227500000000001,9.859783333333326,5.227500000000001,72.05801666666666,3.8474999999999984,1016.4870715077136,9.24914739625,106.108,106.108,41.5777,-70.74611,600.0,0.0,,5.781322015584556,0.7937059474206292,9.24914739625,4.2725,9.24914739625,4.2725
82,106.12,10.652846465639428,5.092500000000001,9.817987239583317,5.092500000000001,71.59094166666665,3.712499999999998,1016.383055607474,9.232785894083332,106.12,106.12,41.5777,-70.74611,600.0,0.0,,5.9512044028229285,0.8647614702470758,9.232785894083332,4.4075,9.232785894083332,4.4075
83,106.132,11.14194686615588,5.039000000000001,9.867916927083286,5.039000000000001,70.52225833333333,3.658999999999998,1016.4350038486772,9.210413767666669,106.132,106.132,41.5777,-70.74611,600.0,0.0,,6.134972753637406,0.909644445335857,9.210413767666669,4.461,9.210413767666669,4.461
84,106.144,10.849498281972114,4.9,9.955714843750002,4.9,68.89727500000001,3.5199999999999982,1016.3363617042656,9.155186900583333,106.144,106.144,41.5777,-70.74611,600.0,0.0,,6.318741104451883,0.954527420424638,9.155186900583333,4.6,9.155186900583333,4.6
85,106.156,9.294827463301369,4.891000000000001,9.852813541666649,4.891000000000001,70.88926666666666,3.5109999999999983,1016.6278072683804,9.095643678416666,106.156,106.156,41.5777,-70.74611,600.0,0.0,,5.741175039938426,0.8734422300880487,9.095643678416666,4.609,9.095643678416666,4.609
86,106.168,8.443530247947322,4.853000000000001,9.858881510416722,4.853000000000001,71.67485,3.472999999999998,1016.710674716578,9.102469470416668,106.168,106.168,41.5777,-70.74611,600.0,0.0,,5.661711666510477,0.8862292787136786,9.102469470416668,4.647,9.102469470416668,4.647
87,106.18,9.930751815128811,4.625500000000001,9.920376302083355,4.625500000000001,69.94241666666666,3.245499999999998,1016.2323511939012,9.115688043833334,106.18,106.18,41.5777,-70.74611,600.0,0.0,,5.582248293082529,0.8990163273393086,9.115688043833334,4.8745,9.115688043833334,4.8745
88,106.192,11.070844764882631,4.488,9.900742447916627,4.488,69.63844166666667,3.107999999999998,1015.8924115610678,9.097503657833332,106.192,106.192,41.5777,-70.74611,600.0,0.0,,6.573345987186616,0.9442988100725532,9.097503657833332,5.0120000000000005,9.097503657833332,5.0120000000000005
89,106.204,11.267481980786409,4.420000000000001,9.875727604166627,4.420000000000001,70.40225833333332,3.0399999999999983,1015.803232079073,9.116689274416666,106.204,106.204,41.5777,-70.74611,600.0,0.0,,6.52312042103344,0.9404180598725628,9.116689274416666,5.08,9.116689274416666,5.08
90,106.216,11.346243721049769,4.3165,9.927691145833364,4.3165,70.78811666666665,2.936499999999998,1015.9559952443384,9.147882450333332,106.216,106.216,41.5777,-70.74611,600.0,0.0,,6.4728948548802645,0.936537309672572,9.147882450333332,5.1835,9.147882450333332,5.1835
91,106.228,8.973733413102188,4.2395000000000005,9.845396093750026,4.2395000000000005,72.44316666666667,2.859499999999998,1016.4834791347812,9.15737183225,106.228,106.228,41.5777,-70.74611,600.0,0.0,,6.324841739084039,0.839196363425123,9.15737183225,5.2605,9.15737183225,5.2605
92,106.24,8.225205059458812,4.216000000000001,9.805457812500038,4.216000000000001,73.57063333333335,2.835999999999998,1016.5703144670364,9.15575625825,106.24,106.24,41.5777,-70.74611,600.0,0.0,,5.8782205798201845,0.7879826525543059,9.15575625825,5.284,9.15575625825,5.284
93,106.252,6.708696172212472,4.049000000000001,9.823384114583348,4.049000000000001,73.81065,2.6689999999999983,1016.6391189680728,9.1592617505,106.252,106.252,41.5777,-70.74611,600.0,0.0,,5.4315994205563305,0.7367689416834886,9.1592617505,5.451,9.1592617505,5.451
94,106.264,6.679299753173374,4.0055000000000005,9.811727604166663,4.0055000000000005,73.84485000000001,2.625499999999998,1016.4969965976768,9.169894939083331,106.264,106.264,41.5777,-70.74611,600.0,0.0,,6.526727215802142,0.6965065173698485,9.169894939083331,5.4945,9.169894939083331,5.4945
95,106.276,7.886489736801021,4.006000000000001,9.746985937500028,4.006000000000001,74.6465,2.6259999999999986,1016.3635533936198,9.178078661583331,106.276,106.276,41.5777,-70.74611,600.0,0.0,,6.262989847800847,0.6876131955497471,9.178078661583331,5.494,9.178078661583331,5.494
96,106.288,6.631434389048165,3.9890000000000008,9.609035677083341,3.9890000000000008,76.52529166666667,2.608999999999998,1016.6166714636356,9.187704500583331,106.288,106.288,41.5777,-70.74611,600.0,0.0,,5.999252479799553,0.6787198737296458,9.187704500583331,5.511,9.187704500583331,5.511
97,106.3,7.4761073211775875,3.908500000000001,9.69932890625006,3.908500000000001,75.16143333333333,2.5284999999999984,1016.7351238553072,9.196327372833332,106.3,106.3,41.5777,-70.74611,600.0,0.0,,5.661797693969719,0.6923733943736359,9.196327372833332,5.5915,9.196327372833332,5.5915
98,106.312,8.106799042702862,3.966000000000001,9.906624218749926,3.966000000000001,75.39956666666666,2.5859999999999985,1016.5546411415676,9.201080059,106.312,106.312,41.5777,-70.74611,600.0,0.0,,5.440433485011016,0.6751010801451436,9.201080059,5.534,9.201080059,5.534
99,106.324,8.321852837176607,4.0105,10.187859895833355,4.0105,75.47755833333332,2.630499999999998,1016.3182896429998,9.198699795833331,106.324,106.324,41.5777,-70.74611,600.0,0.0,,5.219069276052313,0.6578287659166514,9.198699795833331,5.4895,9.198699795833331,5.4895
100,106.336,8.901372910105191,4.080000000000001,10.45861562500005,4.080000000000001,75.12774999999999,2.6999999999999984,1016.3214836335728,9.195745206083334,106.336,106.336,41.5777,-70.74611,600.0,0.0,,5.661633662565569,0.7044918172932436,9.195745206083334,5.42,9.195745206083334,5.42
101,106.348,9.332389864556712,4.163,10.602781770833303,4.163,74.4259,2.782999999999998,1016.2016226532866,9.189501752666668,106.348,106.348,41.5777,-70.74611,600.0,0.0,,5.622183661626318,0.7519770203338854,9.189501752666668,5.337,9.189501752666668,5.337
