,z_sonic1,z_sonic2,z_sonic3,z_sonic4,z_met1,z_met2,z_paros1,z_paros2,z_paros3
17,1.5580000000000007,4.253000000000001,7.047999999999999,9.463000000000001,2.8729999999999984,5.428000000000002,1.878000000000001,3.9330000000000007,6.762999999999999
18,1.4805000000000001,4.1755,6.970499999999999,9.3855,2.795499999999998,5.350500000000001,1.8005000000000004,3.8555,6.685499999999998
19,1.4410000000000007,4.136000000000001,6.930999999999999,9.346000000000002,2.7559999999999985,5.311000000000002,1.761000000000001,3.8160000000000007,6.645999999999999
20,1.3735000000000004,4.0685,6.863499999999998,9.278500000000001,2.688499999999998,5.243500000000001,1.6935000000000007,3.7485000000000004,6.578499999999998
21,1.3645000000000005,4.059500000000001,6.854499999999999,9.2695,2.679499999999998,5.2345000000000015,1.6845000000000008,3.7395000000000005,6.569499999999999
22,1.3520000000000003,4.047000000000001,6.841999999999999,9.257000000000001,2.666999999999998,5.222000000000001,1.6720000000000006,3.7270000000000003,6.556999999999999
23,1.3430000000000004,4.038,6.832999999999998,9.248000000000001,2.657999999999998,5.213000000000001,1.6630000000000007,3.7180000000000004,6.547999999999998
24,1.3525000000000005,4.047500000000001,6.842499999999999,9.257500000000002,2.667499999999998,5.222500000000002,1.6725000000000008,3.7275000000000005,6.557499999999999
25,1.3730000000000002,4.0680000000000005,6.862999999999999,9.278000000000002,2.687999999999998,5.243000000000001,1.6930000000000005,3.748,6.5779999999999985
26,1.3780000000000006,4.073,6.8679999999999986,9.283000000000001,2.6929999999999983,5.248000000000001,1.6980000000000008,3.7530000000000006,6.582999999999998
27,1.4485000000000001,4.1435,6.938499999999999,9.3535,2.763499999999998,5.318500000000001,1.7685000000000004,3.8235,6.653499999999998
28,1.4880000000000004,4.183000000000001,6.977999999999999,9.393,2.802999999999998,5.358000000000001,1.8080000000000007,3.8630000000000004,6.692999999999999
29,1.5800000000000005,4.275,7.0699999999999985,9.485000000000001,2.8949999999999982,5.450000000000001,1.9000000000000008,3.9550000000000005,6.784999999999998
30,1.6740000000000004,4.369000000000001,7.163999999999999,9.579,2.988999999999998,5.544000000000001,1.9940000000000007,4.049,6.878999999999999
31,1.7755,4.4705,7.2654999999999985,9.680500000000002,3.090499999999998,5.645500000000001,2.0955000000000004,4.1505,6.980499999999998
32,1.9405000000000001,4.6355,7.4304999999999986,9.845500000000001,3.255499999999998,5.810500000000001,2.2605000000000004,4.3155,7.145499999999998
33,2.0640000000000005,4.759,7.5539999999999985,9.969000000000001,3.3789999999999982,5.934000000000001,2.384000000000001,4.439,7.268999999999998
34,2.2025000000000006,4.897500000000001,7.692499999999999,10.107500000000002,3.5174999999999983,6.072500000000002,2.522500000000001,4.577500000000001,7.407499999999999
35,2.3465000000000007,5.041500000000001,7.836499999999999,10.251500000000002,3.6614999999999984,6.216500000000002,2.666500000000001,4.721500000000001,7.551499999999999
36,2.4365000000000006,5.131500000000001,7.926499999999999,10.341500000000002,3.7514999999999983,6.3065000000000015,2.756500000000001,4.8115000000000006,7.641499999999999
37,2.5135000000000005,5.208500000000001,8.003499999999999,10.418500000000002,3.8284999999999982,6.3835000000000015,2.833500000000001,4.8885000000000005,7.718499999999999
38,2.5725000000000007,5.267500000000001,8.0625,10.477500000000003,3.8874999999999984,6.442500000000002,2.892500000000001,4.947500000000001,7.777499999999999
39,2.5950000000000006,5.290000000000001,8.084999999999999,10.500000000000002,3.9099999999999984,6.465000000000002,2.915000000000001,4.970000000000001,7.799999999999999
40,2.5655,5.2605,8.055499999999999,10.470500000000001,3.880499999999998,6.435500000000001,2.8855000000000004,4.9405,7.770499999999998
41,2.5435000000000008,5.238500000000001,8.0335,10.448500000000003,3.8584999999999985,6.413500000000002,2.863500000000001,4.918500000000001,7.748499999999999
42,2.4780000000000006,5.173000000000001,7.967999999999999,10.383000000000003,3.7929999999999984,6.348000000000002,2.798000000000001,4.853000000000001,7.682999999999999
43,2.3690000000000007,5.064000000000001,7.858999999999999,10.274000000000001,3.6839999999999984,6.239000000000002,2.689000000000001,4.744000000000001,7.573999999999999
44,2.3285000000000005,5.0235,7.8184999999999985,10.233500000000001,3.643499999999998,6.198500000000001,2.6485000000000007,4.7035,7.533499999999998
45,2.2440000000000007,4.939000000000001,7.733999999999999,10.149000000000001,3.5589999999999984,6.114000000000002,2.564000000000001,4.619000000000001,7.448999999999999
46,2.1910000000000003,4.886000000000001,7.680999999999999,10.096000000000002,3.505999999999998,6.061000000000002,2.5110000000000006,4.566000000000001,7.395999999999999
47,2.0285,4.7235000000000005,7.518499999999999,9.933500000000002,3.343499999999998,5.898500000000001,2.3485000000000005,4.4035,7.2334999999999985
48,1.995,4.69,7.4849999999999985,9.900000000000002,3.309999999999998,5.865000000000001,2.3150000000000004,4.37,7.199999999999998
49,1.8680000000000003,4.563000000000001,7.357999999999999,9.773000000000001,3.182999999999998,5.738000000000001,2.1880000000000006,4.243,7.072999999999999
50,1.8165000000000004,4.511500000000001,7.306499999999999,9.721500000000002,3.131499999999998,5.686500000000001,2.1365000000000007,4.1915000000000004,7.021499999999999
51,1.7095000000000002,4.4045000000000005,7.199499999999999,9.614500000000001,3.024499999999998,5.579500000000001,2.0295000000000005,4.0845,6.9144999999999985
52,1.6270000000000007,4.322000000000001,7.116999999999999,9.532000000000002,2.9419999999999984,5.497000000000002,1.947000000000001,4.002000000000001,6.831999999999999
53,1.5170000000000003,4.212000000000001,7.006999999999999,9.422,2.831999999999998,5.387000000000001,1.8370000000000006,3.8920000000000003,6.721999999999999
54,1.3440000000000003,4.039000000000001,6.833999999999999,9.249000000000002,2.658999999999998,5.214000000000001,1.6640000000000006,3.7190000000000003,6.548999999999999
55,1.3305000000000007,4.025500000000001,6.820499999999999,9.235500000000002,2.6454999999999984,5.200500000000002,1.650500000000001,3.7055000000000007,6.535499999999999
56,1.2290000000000005,3.924000000000001,6.718999999999999,9.134000000000002,2.5439999999999983,5.099000000000002,1.5490000000000008,3.6040000000000005,6.433999999999999
57,1.1755000000000004,3.8705000000000007,6.665499999999999,9.0805,2.490499999999998,5.045500000000001,1.4955000000000007,3.5505000000000004,6.380499999999999
58,1.1365000000000007,3.831500000000001,6.626499999999999,9.041500000000003,2.4514999999999985,5.006500000000002,1.456500000000001,3.5115000000000007,6.341499999999999
59,1.0345000000000004,3.7295000000000007,6.524499999999999,8.939500000000002,2.349499999999998,4.904500000000001,1.3545000000000007,3.4095000000000004,6.239499999999999
60,1.0615000000000006,3.756500000000001,6.551499999999999,8.966500000000002,2.3764999999999983,4.9315000000000015,1.3815000000000008,3.4365000000000006,6.266499999999999
61,1.1755000000000004,3.8705000000000007,6.665499999999999,9.0805,2.490499999999998,5.045500000000001,1.4955000000000007,3.5505000000000004,6.380499999999999
62,1.0585000000000004,3.7535000000000007,6.548499999999999,8.963500000000002,2.373499999999998,4.928500000000001,1.3785000000000007,3.4335000000000004,6.263499999999999
63,1.2090000000000005,3.904000000000001,6.698999999999999,9.114,2.5239999999999982,5.0790000000000015,1.5290000000000008,3.5840000000000005,6.413999999999999
64,1.3080000000000007,4.003000000000001,6.797999999999999,9.213000000000001,2.6229999999999984,5.178000000000002,1.628000000000001,3.6830000000000007,6.512999999999999
65,1.3760000000000003,4.071000000000001,6.865999999999999,9.281000000000002,2.690999999999998,5.246000000000001,1.6960000000000006,3.7510000000000003,6.580999999999999
66,1.5730000000000004,4.268000000000001,7.062999999999999,9.478000000000002,2.887999999999998,5.443000000000001,1.8930000000000007,3.9480000000000004,6.777999999999999
67,1.7265000000000006,4.421500000000001,7.216499999999999,9.631500000000003,3.0414999999999983,5.596500000000002,2.046500000000001,4.101500000000001,6.931499999999999
68,1.8245000000000005,4.519500000000001,7.314499999999999,9.729500000000002,3.139499999999998,5.6945000000000014,2.1445000000000007,4.1995000000000005,7.029499999999999
69,1.9545000000000003,4.649500000000001,7.444499999999999,9.8595,3.269499999999998,5.824500000000001,2.2745000000000006,4.3295,7.159499999999999
70,2.1085000000000003,4.8035000000000005,7.598499999999999,10.0135,3.423499999999998,5.978500000000001,2.4285000000000005,4.4835,7.313499999999999
71,2.2085000000000004,4.903500000000001,7.698499999999999,10.113500000000002,3.523499999999998,6.078500000000002,2.5285000000000006,4.583500000000001,7.413499999999999
72,2.3270000000000004,5.022,7.816999999999998,10.232000000000001,3.641999999999998,6.197000000000001,2.6470000000000007,4.702,7.531999999999998
73,2.4475000000000007,5.142500000000001,7.937499999999999,10.352500000000003,3.7624999999999984,6.317500000000002,2.767500000000001,4.822500000000001,7.652499999999999
74,2.341,5.0360000000000005,7.830999999999999,10.246000000000002,3.655999999999998,6.211000000000001,2.6610000000000005,4.716,7.5459999999999985
75,2.4785000000000004,5.173500000000001,7.968499999999999,10.383500000000002,3.793499999999998,6.348500000000001,2.7985000000000007,4.8535,7.683499999999999
76,2.4925000000000006,5.187500000000001,7.982499999999999,10.3975,3.8074999999999983,6.362500000000002,2.812500000000001,4.867500000000001,7.697499999999999
77,2.4700000000000006,5.165000000000001,7.959999999999999,10.375000000000002,3.7849999999999984,6.340000000000002,2.790000000000001,4.845000000000001,7.674999999999999
78,2.4655000000000005,5.160500000000001,7.955499999999999,10.370500000000002,3.780499999999998,6.3355000000000015,2.7855000000000008,4.8405000000000005,7.670499999999999
79,2.5180000000000002,5.213000000000001,8.008,10.423000000000002,3.832999999999998,6.388000000000002,2.8380000000000005,4.893000000000001,7.722999999999999
80,2.5000000000000004,5.195,7.989999999999998,10.405000000000001,3.814999999999998,6.370000000000001,2.8200000000000007,4.875,7.704999999999998
81,2.5325000000000006,5.227500000000001,8.022499999999999,10.437500000000002,3.8474999999999984,6.402500000000002,2.852500000000001,4.907500000000001,7.737499999999999
82,2.3975000000000004,5.092500000000001,7.887499999999999,10.302500000000002,3.712499999999998,6.267500000000002,2.7175000000000007,4.772500000000001,7.602499999999999
83,2.3440000000000003,5.039000000000001,7.833999999999999,10.249000000000002,3.658999999999998,6.214000000000001,2.6640000000000006,4.719,7.548999999999999
84,2.2050000000000005,4.9,7.6949999999999985,10.110000000000001,3.5199999999999982,6.075000000000001,2.525000000000001,4.58,7.409999999999998
85,2.1960000000000006,4.891000000000001,7.685999999999999,10.101000000000003,3.5109999999999983,6.066000000000002,2.516000000000001,4.571000000000001,7.400999999999999
86,2.1580000000000004,4.853000000000001,7.647999999999999,10.063000000000002,3.472999999999998,6.028000000000001,2.4780000000000006,4.533,7.362999999999999
87,1.9305000000000003,4.625500000000001,7.420499999999999,9.835500000000001,3.245499999999998,5.800500000000001,2.2505000000000006,4.3055,7.135499999999999
88,1.7930000000000001,4.488,7.282999999999999,9.698,3.107999999999998,5.663000000000001,2.1130000000000004,4.168,6.997999999999998
89,1.7250000000000005,4.420000000000001,7.214999999999999,9.630000000000003,3.0399999999999983,5.5950000000000015,2.045000000000001,4.1000000000000005,6.929999999999999
90,1.6215000000000002,4.3165000000000004,7.111499999999999,9.526500000000002,2.936499999999998,5.491500000000001,1.9415000000000004,3.9965,6.8264999999999985
91,1.5445000000000002,4.2395000000000005,7.034499999999999,9.4495,2.859499999999998,5.414500000000001,1.8645000000000005,3.9195,6.7494999999999985
92,1.5210000000000004,4.216000000000001,7.010999999999999,9.426000000000002,2.835999999999998,5.391000000000002,1.8410000000000006,3.8960000000000004,6.725999999999999
93,1.3540000000000005,4.049000000000001,6.843999999999999,9.259000000000002,2.6689999999999983,5.224000000000002,1.6740000000000008,3.7290000000000005,6.558999999999999
94,1.3105000000000002,4.0055000000000005,6.800499999999999,9.215500000000002,2.625499999999998,5.180500000000001,1.6305000000000005,3.6855,6.5154999999999985
95,1.3110000000000008,4.006000000000001,6.800999999999999,9.216000000000001,2.6259999999999986,5.181000000000002,1.6310000000000011,3.686000000000001,6.515999999999999
96,1.2940000000000005,3.9890000000000008,6.783999999999999,9.199000000000002,2.608999999999998,5.1640000000000015,1.6140000000000008,3.6690000000000005,6.498999999999999
97,1.2135000000000007,3.908500000000001,6.703499999999999,9.118500000000001,2.5284999999999984,5.083500000000002,1.533500000000001,3.5885000000000007,6.418499999999999
98,1.2710000000000008,3.966000000000001,6.760999999999999,9.176000000000002,2.5859999999999985,5.141000000000002,1.591000000000001,3.646000000000001,6.475999999999999
99,1.3155000000000001,4.0105,6.8054999999999986,9.220500000000001,2.630499999999998,5.185500000000001,1.6355000000000004,3.6905,6.520499999999998
100,1.3850000000000007,4.080000000000001,6.874999999999999,9.290000000000003,2.6999999999999984,5.255000000000002,1.705000000000001,3.7600000000000007,6.589999999999999
101,1.4680000000000004,4.163,6.957999999999998,9.373000000000001,2.782999999999998,5.338000000000001,1.7880000000000007,3.8430000000000004,6.672999999999998
102,1.4705000000000004,4.165500000000001,6.960499999999999,9.375500000000002,2.785499999999998,5.340500000000001,1.7905000000000006,3.8455000000000004,6.675499999999999
103,1.6705000000000005,4.365500000000001,7.160499999999999,9.575500000000002,2.9854999999999983,5.5405000000000015,1.9905000000000008,4.0455000000000005,6.875499999999999
104,1.7010000000000005,4.396000000000001,7.190999999999999,9.606000000000002,3.0159999999999982,5.5710000000000015,2.021000000000001,4.0760000000000005,6.905999999999999
105,1.8880000000000008,4.583000000000001,7.377999999999999,9.793000000000003,3.2029999999999985,5.758000000000002,2.208000000000001,4.263000000000001,7.092999999999999
106,2.1490000000000005,4.844000000000001,7.638999999999999,10.054000000000002,3.463999999999998,6.019000000000002,2.4690000000000007,4.524000000000001,7.353999999999999
107,2.1780000000000004,4.873000000000001,7.667999999999999,10.083000000000002,3.492999999999998,6.048000000000002,2.4980000000000007,4.553000000000001,7.382999999999999
108,2.3640000000000008,5.059000000000001,7.853999999999999,10.269000000000002,3.6789999999999985,6.234000000000002,2.684000000000001,4.739000000000001,7.568999999999999
109,2.5000000000000004,5.195,7.989999999999998,10.405000000000001,3.814999999999998,6.370000000000001,2.8200000000000007,4.875,7.704999999999998
110,2.4050000000000002,5.1000000000000005,7.894999999999999,10.310000000000002,3.719999999999998,6.275000000000001,2.7250000000000005,4.78,7.6099999999999985
111,2.7150000000000003,5.41,8.204999999999998,10.620000000000001,4.029999999999998,6.585000000000001,3.0350000000000006,5.09,7.919999999999998
112,2.5455000000000005,5.240500000000001,8.035499999999999,10.450500000000002,3.8604999999999983,6.4155000000000015,2.865500000000001,4.9205000000000005,7.750499999999999
113,2.6595000000000004,5.354500000000001,8.1495,10.564500000000002,3.974499999999998,6.529500000000001,2.9795000000000007,5.0345,7.864499999999999
114,2.6210000000000004,5.316000000000001,8.110999999999999,10.526000000000002,3.935999999999998,6.491000000000001,2.9410000000000007,4.996,7.825999999999999
115,2.5545000000000004,5.249500000000001,8.0445,10.459500000000002,3.869499999999998,6.424500000000002,2.8745000000000007,4.929500000000001,7.759499999999999
116,2.5155000000000003,5.210500000000001,8.005499999999998,10.4205,3.830499999999998,6.385500000000001,2.8355000000000006,4.8905,7.720499999999999
117,2.5045,5.1995000000000005,7.994499999999999,10.409500000000001,3.819499999999998,6.374500000000001,2.8245000000000005,4.8795,7.7094999999999985
118,2.5105000000000004,5.205500000000001,8.000499999999999,10.415500000000002,3.825499999999998,6.380500000000001,2.8305000000000007,4.8855,7.715499999999999
119,2.4650000000000003,5.16,7.954999999999998,10.370000000000001,3.779999999999998,6.335000000000001,2.7850000000000006,4.84,7.669999999999998
120,2.2900000000000005,4.985000000000001,7.779999999999999,10.195000000000002,3.604999999999998,6.160000000000002,2.6100000000000008,4.665000000000001,7.494999999999999
121,2.2335000000000003,4.9285000000000005,7.723499999999999,10.1385,3.548499999999998,6.103500000000001,2.5535000000000005,4.6085,7.438499999999999
122,2.1765000000000008,4.871500000000001,7.666499999999999,10.081500000000002,3.4914999999999985,6.046500000000002,2.496500000000001,4.551500000000001,7.381499999999999
123,2.0520000000000005,4.747000000000001,7.541999999999999,9.957,3.366999999999998,5.9220000000000015,2.3720000000000008,4.4270000000000005,7.256999999999999
124,2.0145000000000004,4.7095,7.504499999999998,9.919500000000001,3.329499999999998,5.884500000000001,2.3345000000000007,4.3895,7.219499999999998
125,1.7385000000000002,4.4335,7.228499999999999,9.643500000000001,3.053499999999998,5.608500000000001,2.0585000000000004,4.1135,6.9434999999999985
126,1.721,4.416,7.2109999999999985,9.626000000000001,3.035999999999998,5.591000000000001,2.0410000000000004,4.096,6.925999999999998
127,1.6070000000000002,4.3020000000000005,7.096999999999999,9.512,2.921999999999998,5.477000000000001,1.9270000000000005,3.982,6.8119999999999985
128,1.4050000000000002,4.1000000000000005,6.894999999999999,9.310000000000002,2.719999999999998,5.275000000000001,1.7250000000000005,3.7800000000000002,6.6099999999999985
129,1.3490000000000002,4.0440000000000005,6.838999999999999,9.254000000000001,2.663999999999998,5.219000000000001,1.6690000000000005,3.724,6.5539999999999985
130,1.2275000000000005,3.9225000000000008,6.717499999999999,9.132500000000002,2.542499999999998,5.097500000000002,1.5475000000000008,3.6025000000000005,6.432499999999999
131,1.1255000000000006,3.820500000000001,6.615499999999999,9.030500000000002,2.4404999999999983,4.995500000000002,1.445500000000001,3.5005000000000006,6.330499999999999
132,1.1155000000000008,3.810500000000001,6.605499999999999,9.020500000000002,2.4304999999999986,4.985500000000002,1.435500000000001,3.490500000000001,6.320499999999999
133,1.0500000000000007,3.745000000000001,6.539999999999999,8.955000000000002,2.3649999999999984,4.920000000000002,1.370000000000001,3.4250000000000007,6.254999999999999
134,1.0495,3.7445000000000004,6.5394999999999985,8.954500000000001,2.364499999999998,4.919500000000001,1.3695000000000004,3.4245,6.254499999999998
135,1.0485000000000007,3.743500000000001,6.538499999999999,8.953500000000002,2.3634999999999984,4.918500000000002,1.368500000000001,3.4235000000000007,6.253499999999999
136,1.1405000000000003,3.8355000000000006,6.630499999999999,9.0455,2.455499999999998,5.010500000000001,1.4605000000000006,3.5155000000000003,6.345499999999999
137,1.1575000000000006,3.852500000000001,6.647499999999999,9.062500000000002,2.4724999999999984,5.027500000000002,1.477500000000001,3.5325000000000006,6.362499999999999
138,1.3150000000000004,4.010000000000001,6.804999999999999,9.220000000000002,2.629999999999998,5.185000000000001,1.6350000000000007,3.6900000000000004,6.519999999999999
139,1.479,4.174,6.9689999999999985,9.384,2.793999999999998,5.349000000000001,1.7990000000000004,3.854,6.683999999999998
140,1.5715000000000003,4.266500000000001,7.061499999999999,9.476500000000001,2.886499999999998,5.441500000000001,1.8915000000000006,3.9465000000000003,6.776499999999999
141,1.7325000000000004,4.4275,7.222499999999998,9.637500000000001,3.047499999999998,5.602500000000001,2.0525000000000007,4.1075,6.937499999999998
142,1.8940000000000006,4.589,7.383999999999999,9.799000000000001,3.2089999999999983,5.764000000000001,2.214000000000001,4.269,7.098999999999998
143,2.0825000000000005,4.777500000000001,7.572499999999999,9.9875,3.397499999999998,5.9525000000000015,2.4025000000000007,4.4575000000000005,7.287499999999999
144,2.2020000000000004,4.897,7.691999999999998,10.107000000000001,3.516999999999998,6.072000000000001,2.5220000000000007,4.577,7.406999999999998
145,2.3840000000000003,5.079000000000001,7.873999999999999,10.289000000000001,3.698999999999998,6.254000000000001,2.7040000000000006,4.759,7.588999999999999
146,2.4485,5.1435,7.938499999999999,10.3535,3.763499999999998,6.318500000000001,2.7685000000000004,4.8235,7.653499999999998
147,2.5345000000000004,5.229500000000001,8.0245,10.439500000000002,3.849499999999998,6.404500000000001,2.8545000000000007,4.9095,7.739499999999999
148,2.6255000000000006,5.320500000000001,8.115499999999999,10.530500000000002,3.9404999999999983,6.495500000000002,2.945500000000001,5.000500000000001,7.830499999999999
149,2.7015000000000002,5.3965000000000005,8.191499999999998,10.6065,4.016499999999998,6.571500000000001,3.0215000000000005,5.0765,7.9064999999999985
150,2.737,5.432,8.226999999999999,10.642000000000001,4.051999999999998,6.607000000000001,3.0570000000000004,5.112,7.941999999999998
151,2.7265000000000006,5.421500000000001,8.2165,10.631500000000003,4.041499999999998,6.596500000000002,3.046500000000001,5.101500000000001,7.931499999999999
152,2.7685000000000004,5.463500000000001,8.258499999999998,10.6735,4.083499999999998,6.638500000000001,3.0885000000000007,5.1435,7.973499999999999
153,2.6750000000000003,5.370000000000001,8.165,10.580000000000002,3.989999999999998,6.545000000000002,2.9950000000000006,5.050000000000001,7.879999999999999
154,2.5780000000000003,5.273000000000001,8.067999999999998,10.483,3.892999999999998,6.448000000000001,2.8980000000000006,4.953,7.782999999999999
155,2.5795000000000003,5.274500000000001,8.069499999999998,10.4845,3.894499999999998,6.449500000000001,2.8995000000000006,4.9545,7.784499999999999
156,2.5315000000000003,5.226500000000001,8.0215,10.436500000000002,3.846499999999998,6.401500000000001,2.8515000000000006,4.9065,7.736499999999999
157,2.4520000000000004,5.147,7.941999999999998,10.357000000000001,3.766999999999998,6.322000000000001,2.7720000000000007,4.827,7.656999999999998
158,2.3535000000000004,5.048500000000001,7.843499999999999,10.258500000000002,3.668499999999998,6.223500000000001,2.6735000000000007,4.7285,7.558499999999999
159,2.2170000000000005,4.912000000000001,7.706999999999999,10.122000000000002,3.5319999999999983,6.0870000000000015,2.537000000000001,4.5920000000000005,7.421999999999999
160,2.1400000000000006,4.835000000000001,7.629999999999999,10.045000000000002,3.4549999999999983,6.010000000000002,2.460000000000001,4.515000000000001,7.344999999999999
161,2.0155000000000003,4.710500000000001,7.505499999999999,9.9205,3.330499999999998,5.885500000000001,2.3355000000000006,4.3905,7.220499999999999
162,1.9425000000000003,4.637500000000001,7.432499999999999,9.847500000000002,3.257499999999998,5.812500000000002,2.2625000000000006,4.317500000000001,7.147499999999999
163,1.8085000000000004,4.503500000000001,7.298499999999999,9.713500000000002,3.123499999999998,5.678500000000001,2.1285000000000007,4.1835,7.013499999999999
164,1.7220000000000004,4.417000000000001,7.211999999999999,9.627000000000002,3.036999999999998,5.592000000000001,2.0420000000000007,4.097,6.926999999999999
165,1.5920000000000005,4.287000000000001,7.081999999999999,9.497000000000002,2.9069999999999983,5.4620000000000015,1.9120000000000008,3.9670000000000005,6.796999999999999
166,1.4925000000000006,4.187500000000001,6.982499999999999,9.3975,2.8074999999999983,5.362500000000002,1.8125000000000009,3.8675000000000006,6.697499999999999
167,1.4395000000000007,4.134500000000001,6.929499999999999,9.344500000000002,2.7544999999999984,5.309500000000002,1.759500000000001,3.8145000000000007,6.644499999999999
168,1.3605000000000005,4.0555,6.8504999999999985,9.265500000000001,2.675499999999998,5.230500000000001,1.6805000000000008,3.7355000000000005,6.565499999999998
169,1.3240000000000007,4.019000000000001,6.813999999999999,9.229000000000003,2.6389999999999985,5.194000000000002,1.644000000000001,3.6990000000000007,6.528999999999999
170,1.2785000000000002,3.9735000000000005,6.768499999999999,9.183500000000002,2.593499999999998,5.148500000000001,1.5985000000000005,3.6535,6.4834999999999985
171,1.2865000000000002,3.9815000000000005,6.776499999999999,9.191500000000001,2.601499999999998,5.156500000000001,1.6065000000000005,3.6615,6.4914999999999985
172,1.2815000000000003,3.9765000000000006,6.771499999999999,9.186500000000002,2.596499999999998,5.151500000000001,1.6015000000000006,3.6565000000000003,6.486499999999999
173,1.3415000000000004,4.0365,6.831499999999998,9.246500000000001,2.656499999999998,5.211500000000001,1.6615000000000006,3.7165000000000004,6.546499999999998
174,1.3720000000000008,4.067000000000001,6.861999999999999,9.277000000000001,2.6869999999999985,5.242000000000002,1.692000000000001,3.7470000000000008,6.576999999999999
175,1.4650000000000003,4.16,6.954999999999998,9.370000000000001,2.779999999999998,5.335000000000001,1.7850000000000006,3.8400000000000003,6.669999999999998
176,1.5940000000000003,4.289000000000001,7.083999999999999,9.499000000000002,2.908999999999998,5.464000000000001,1.9140000000000006,3.9690000000000003,6.798999999999999
177,1.7020000000000004,4.397,7.191999999999998,9.607000000000001,3.016999999999998,5.572000000000001,2.0220000000000007,4.077,6.906999999999998
178,1.8550000000000004,4.550000000000001,7.344999999999999,9.760000000000002,3.169999999999998,5.725000000000001,2.1750000000000007,4.23,7.059999999999999
179,2.0045,4.6995000000000005,7.494499999999999,9.909500000000001,3.319499999999998,5.874500000000001,2.3245000000000005,4.3795,7.2094999999999985
180,2.1305000000000005,4.825500000000001,7.620499999999999,10.035500000000003,3.4454999999999982,6.0005000000000015,2.450500000000001,4.5055000000000005,7.335499999999999
181,2.2250000000000005,4.920000000000001,7.714999999999999,10.130000000000003,3.5399999999999983,6.0950000000000015,2.545000000000001,4.6000000000000005,7.429999999999999
182,2.3670000000000004,5.062000000000001,7.856999999999999,10.272000000000002,3.681999999999998,6.237000000000002,2.6870000000000007,4.742000000000001,7.571999999999999
183,2.4125000000000005,5.107500000000001,7.902499999999999,10.317500000000003,3.7274999999999983,6.2825000000000015,2.732500000000001,4.7875000000000005,7.617499999999999
184,2.4935000000000005,5.188500000000001,7.983499999999999,10.398500000000002,3.808499999999998,6.363500000000002,2.813500000000001,4.868500000000001,7.698499999999999
185,2.5705000000000005,5.265500000000001,8.0605,10.475500000000002,3.885499999999998,6.440500000000002,2.8905000000000007,4.945500000000001,7.775499999999999
186,2.6170000000000004,5.312000000000001,8.107,10.522000000000002,3.931999999999998,6.487000000000002,2.9370000000000007,4.992000000000001,7.821999999999999
187,2.638000000000001,5.333000000000001,8.128,10.543000000000003,3.9529999999999985,6.508000000000002,2.958000000000001,5.013000000000001,7.842999999999999
